"OTU"	"Domain"	"Supergroup"	"Division/Kingdom"	"Phylum/Class"	"Level_X"	"Level_XX"	"Level_XXX"	"Level_XXXX"	"Level_XXXXX"	"Species"
"OTU2958"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Radial-centric-basal-Coscinodiscophyceae"	NA	NA	NA	NA	NA
"OTU2959"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Radial-centric-basal-Coscinodiscophyceae"	NA	NA	NA	NA	NA
"OTU2960"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Radial-centric-basal-Coscinodiscophyceae"	NA	NA	NA	NA	NA
"OTU2961"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Radial-centric-basal-Coscinodiscophyceae"	NA	NA	NA	NA	NA
"OTU2962"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Radial-centric-basal-Coscinodiscophyceae"	NA	NA	NA	NA	NA
"OTU2963"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Radial-centric-basal-Coscinodiscophyceae"	NA	NA	NA	NA	NA
"OTU2964"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Radial-centric-basal-Coscinodiscophyceae"	NA	NA	NA	NA	NA
"OTU2965"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Radial-centric-basal-Coscinodiscophyceae"	NA	NA	NA	NA	NA
"OTU2966"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Radial-centric-basal-Coscinodiscophyceae"	NA	NA	NA	NA	NA
"OTU2967"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Radial-centric-basal-Coscinodiscophyceae"	NA	NA	NA	NA	NA
"OTU2968"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Radial-centric-basal-Coscinodiscophyceae"	NA	NA	NA	NA	NA
"OTU2969"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Radial-centric-basal-Coscinodiscophyceae"	NA	NA	NA	NA	NA
"OTU2970"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Radial-centric-basal-Coscinodiscophyceae"	NA	NA	NA	NA	NA
"OTU2971"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Chrysophyceae"	"Clade-H"	NA	NA	NA	NA	NA
"OTU2972"	"Eukaryota"	"Stramenopiles"	NA	NA	NA	NA	NA	NA	NA	NA
"OTU2973"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Chrysophyceae"	NA	NA	NA	NA	NA	NA
"OTU2974"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Raphidophyceae"	NA	NA	NA	NA	NA	NA
"OTU2975"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	NA	NA	NA	NA	NA	NA	NA
"OTU2976"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Dictyochophyceae"	"Rhizochromulinales"	NA	NA	NA	NA	NA
"OTU2977"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	NA	NA	NA	NA	NA	NA	NA
"OTU2978"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Phaeophyceae"	NA	NA	NA	NA	NA	NA
"OTU2979"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Phaeophyceae"	NA	NA	NA	NA	NA	NA
"OTU2980"	"Eukaryota"	"Stramenopiles"	NA	NA	NA	NA	NA	NA	NA	NA
"OTU2981"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Radial-centric-basal-Coscinodiscophyceae"	"Leptocylindrus"	NA	NA	NA	NA
"OTU2982"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Chrysophyceae"	"Clade-H"	NA	NA	NA	NA	NA
"OTU2983"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Dictyochophyceae"	"Pedinellales"	NA	NA	NA	NA	NA
"OTU2984"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Chrysophyceae"	"Clade-H"	NA	NA	NA	NA	NA
"OTU2985"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	NA	NA	NA	NA	NA	NA	NA
"OTU2986"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Chrysophyceae"	"Clade-H"	NA	NA	NA	NA	NA
"OTU2987"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Chrysophyceae"	"Clade-H"	NA	NA	NA	NA	NA
"OTU2988"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	NA	NA	NA	NA	NA	NA	NA
"OTU2989"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Dictyochophyceae"	"Pedinellales"	NA	NA	NA	NA	NA
"OTU2990"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Radial-centric-basal-Coscinodiscophyceae"	"Paralia"	NA	NA	NA	NA
"OTU2991"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Polar-centric-Mediophyceae"	NA	NA	NA	NA	NA
"OTU2992"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Chrysophyceae"	"Clade-C"	NA	NA	NA	NA	NA
"OTU2993"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Radial-centric-basal-Coscinodiscophyceae"	"Actinoptychus"	NA	NA	NA	NA
"OTU2994"	"Eukaryota"	"Stramenopiles"	"Pseudofungi"	"Oomycota"	"Haliphthorales"	NA	NA	NA	NA	NA
"OTU2995"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	NA	NA	NA	NA	NA	NA	NA
"OTU2996"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	NA	NA	NA	NA	NA	NA	NA
"OTU2997"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Synurophyceae"	"Synurales"	NA	NA	NA	NA	NA
"OTU2998"	"Eukaryota"	"Opisthokonta"	"Metazoa"	"Nematoda"	"Chromadorea"	NA	NA	NA	NA	NA
"OTU2999"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Phaeophyceae"	NA	NA	NA	NA	NA	NA
"OTU3000"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Dictyochophyceae"	"Pedinellales"	NA	NA	NA	NA	NA
"OTU3001"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Dictyochophyceae"	"Pedinellales"	"Pseudopedinella"	NA	NA	NA	NA
"OTU3002"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Chrysophyceae"	NA	NA	NA	NA	NA	NA
"OTU3003"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Phaeophyceae"	NA	NA	NA	NA	NA	NA
"OTU3004"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Raphidophyceae"	"Heterosigma"	"akashiwo"	NA	NA	NA	"Heterosigma_akashiwo"
"OTU3005"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Phaeophyceae"	NA	NA	NA	NA	NA	NA
"OTU3006"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Phaeophyceae"	NA	NA	NA	NA	NA	NA
"OTU3007"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Phaeophyceae"	NA	NA	NA	NA	NA	NA
"OTU3008"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Phaeophyceae"	NA	NA	NA	NA	NA	NA
"OTU3009"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Phaeophyceae"	NA	NA	NA	NA	NA	NA
"OTU3010"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Phaeophyceae"	NA	NA	NA	NA	NA	NA
"OTU3011"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Phaeophyceae"	NA	NA	NA	NA	NA	NA
"OTU3012"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Phaeophyceae"	NA	NA	NA	NA	NA	NA
"OTU3013"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Phaeophyceae"	NA	NA	NA	NA	NA	NA
"OTU3014"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Phaeophyceae"	NA	NA	NA	NA	NA	NA
"OTU3015"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Phaeophyceae"	NA	NA	NA	NA	NA	NA
"OTU3016"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Phaeophyceae"	NA	NA	NA	NA	NA	NA
"OTU3017"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Phaeophyceae"	NA	NA	NA	NA	NA	NA
"OTU3018"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Phaeophyceae"	NA	NA	NA	NA	NA	NA
"OTU3019"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Phaeophyceae"	NA	NA	NA	NA	NA	NA
"OTU3020"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Phaeophyceae"	NA	NA	NA	NA	NA	NA
"OTU3021"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Phaeophyceae"	NA	NA	NA	NA	NA	NA
"OTU3022"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Phaeophyceae"	"Syringoderma"	"phinneyi"	NA	NA	NA	"Syringoderma_phinneyi"
"OTU3023"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Phaeophyceae"	"Asperococcus"	"bullosus"	NA	NA	NA	"Asperococcus_bullosus"
"OTU3024"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Phaeophyceae"	NA	NA	NA	NA	NA	NA
"OTU3025"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Phaeophyceae"	NA	NA	NA	NA	NA	NA
"OTU3026"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Phaeophyceae"	NA	NA	NA	NA	NA	NA
"OTU3027"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Phaeophyceae"	NA	NA	NA	NA	NA	NA
"OTU3028"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Phaeophyceae"	NA	NA	NA	NA	NA	NA
"OTU3029"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Phaeophyceae"	NA	NA	NA	NA	NA	NA
"OTU3030"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Phaeophyceae"	NA	NA	NA	NA	NA	NA
"OTU3031"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Phaeophyceae"	NA	NA	NA	NA	NA	NA
"OTU3032"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Phaeophyceae"	NA	NA	NA	NA	NA	NA
"OTU3033"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Phaeophyceae"	NA	NA	NA	NA	NA	NA
"OTU3034"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Phaeophyceae"	NA	NA	NA	NA	NA	NA
"OTU3035"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Phaeophyceae"	NA	NA	NA	NA	NA	NA
"OTU3036"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Phaeophyceae"	NA	NA	NA	NA	NA	NA
"OTU3037"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Phaeophyceae"	NA	NA	NA	NA	NA	NA
"OTU3038"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Phaeophyceae"	NA	NA	NA	NA	NA	NA
"OTU3039"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Phaeophyceae"	NA	NA	NA	NA	NA	NA
"OTU3040"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Phaeophyceae"	NA	NA	NA	NA	NA	NA
"OTU3041"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Phaeophyceae"	NA	NA	NA	NA	NA	NA
"OTU3042"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Phaeophyceae"	NA	NA	NA	NA	NA	NA
"OTU3043"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Phaeophyceae"	NA	NA	NA	NA	NA	NA
"OTU3044"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Phaeophyceae"	NA	NA	NA	NA	NA	NA
"OTU3045"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Phaeophyceae"	NA	NA	NA	NA	NA	NA
"OTU3046"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Phaeophyceae"	NA	NA	NA	NA	NA	NA
"OTU3047"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Phaeophyceae"	NA	NA	NA	NA	NA	NA
"OTU3048"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Phaeophyceae"	NA	NA	NA	NA	NA	NA
"OTU3049"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Phaeophyceae"	NA	NA	NA	NA	NA	NA
"OTU3050"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Chrysophyceae"	"Clade-H"	NA	NA	NA	NA	NA
"OTU3051"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Chrysophyceae"	"Clade-H"	NA	NA	NA	NA	NA
"OTU3052"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Chrysophyceae"	NA	NA	NA	NA	NA	NA
"OTU3053"	"Eukaryota"	"Alveolata"	"Dinoflagellata"	"Syndiniales"	"Dino-Group-II"	NA	NA	NA	NA	NA
"OTU3054"	"Eukaryota"	"Stramenopiles"	"Pseudofungi"	"Oomycota"	"Haliphthorales"	NA	NA	NA	NA	NA
"OTU3055"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Chrysophyceae"	NA	NA	NA	NA	NA	NA
"OTU3056"	"Eukaryota"	"Stramenopiles"	"Pseudofungi"	"Oomycota"	NA	NA	NA	NA	NA	NA
"OTU3057"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Chrysophyceae"	NA	NA	NA	NA	NA	NA
"OTU3058"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Chrysophyceae"	"Clade-G"	NA	NA	NA	NA	NA
"OTU3059"	"Eukaryota"	"Stramenopiles"	"Pseudofungi"	"Oomycota"	NA	NA	NA	NA	NA	NA
"OTU3060"	"Eukaryota"	"Stramenopiles"	"Pseudofungi"	"Oomycota"	"Olpidophydiales"	"Olpidiopsis"	NA	NA	NA	NA
"OTU3061"	"Eukaryota"	"Stramenopiles"	"Pseudofungi"	"Oomycota"	"Olpidophydiales"	"Olpidiopsis"	NA	NA	NA	NA
"OTU3062"	"Eukaryota"	"Stramenopiles"	"Pseudofungi"	"Oomycota"	"Olpidophydiales"	"Olpidiopsis"	NA	NA	NA	NA
"OTU3063"	"Eukaryota"	"Stramenopiles"	"Pseudofungi"	"Oomycota"	"Olpidophydiales"	"Olpidiopsis"	NA	NA	NA	NA
"OTU3064"	"Eukaryota"	"Stramenopiles"	"Pseudofungi"	"Oomycota"	"Olpidophydiales"	"Olpidiopsis"	NA	NA	NA	NA
"OTU3065"	"Eukaryota"	"Stramenopiles"	"Pseudofungi"	"Oomycota"	"Olpidophydiales"	"Olpidiopsis"	NA	NA	NA	NA
"OTU3066"	"Eukaryota"	"Stramenopiles"	"Pseudofungi"	"Oomycota"	"Olpidophydiales"	"Olpidiopsis"	NA	NA	NA	NA
"OTU3067"	"Eukaryota"	"Stramenopiles"	"Pseudofungi"	"Oomycota"	"Olpidophydiales"	"Olpidiopsis"	NA	NA	NA	NA
"OTU3068"	"Eukaryota"	"Stramenopiles"	"Pseudofungi"	"Oomycota"	"Haliphthorales"	NA	NA	NA	NA	NA
"OTU3069"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Polar-centric-Mediophyceae"	"Bellerochea"	NA	NA	NA	NA
"OTU3070"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Polar-centric-Mediophyceae"	"Ditylum"	"brightwellii"	NA	NA	"Ditylum_brightwellii"
"OTU3071"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Raphidophyceae"	"Fibrocapsa"	NA	NA	NA	NA	NA
"OTU3072"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Chrysophyceae"	"Clade-C"	NA	NA	NA	NA	NA
"OTU3073"	"Eukaryota"	"Rhizaria"	"Cercozoa"	"Filosa-Thecofilosea"	"Cryomonadida"	NA	NA	NA	NA	NA
"OTU3074"	"Eukaryota"	"Rhizaria"	"Cercozoa"	NA	NA	NA	NA	NA	NA	NA
"OTU3075"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Polar-centric-Mediophyceae"	NA	NA	NA	NA	NA
"OTU3076"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Raphid-pennate"	NA	NA	NA	NA	NA
"OTU3077"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Raphid-pennate"	"Navicula"	NA	NA	NA	NA
"OTU3078"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Raphid-pennate"	"Navicula"	NA	NA	NA	NA
"OTU3079"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Raphid-pennate"	NA	NA	NA	NA	NA
"OTU3080"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Raphid-pennate"	"Psammodictyon"	NA	NA	NA	NA
"OTU3081"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Raphid-pennate"	NA	NA	NA	NA	NA
"OTU3082"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	NA	NA	NA	NA	NA	NA
"OTU3083"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	NA	NA	NA	NA	NA	NA
"OTU3084"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	NA	NA	NA	NA	NA	NA
"OTU3085"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	NA	NA	NA	NA	NA	NA
"OTU3086"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	NA	NA	NA	NA	NA	NA
"OTU3087"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	NA	NA	NA	NA	NA	NA
"OTU3088"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	NA	NA	NA	NA	NA	NA
"OTU3089"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	NA	NA	NA	NA	NA	NA
"OTU3090"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	NA	NA	NA	NA	NA	NA
"OTU3091"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	NA	NA	NA	NA	NA	NA
"OTU3092"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	NA	NA	NA	NA	NA	NA
"OTU3093"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	NA	NA	NA	NA	NA	NA
"OTU3094"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	NA	NA	NA	NA	NA	NA
"OTU3095"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Raphid-pennate"	NA	NA	NA	NA	NA
"OTU3096"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Raphid-pennate"	NA	NA	NA	NA	NA
"OTU3097"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Raphid-pennate"	"Haslea"	NA	NA	NA	NA
"OTU3098"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Raphid-pennate"	"Haslea"	NA	NA	NA	NA
"OTU3099"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Raphid-pennate"	"Haslea"	NA	NA	NA	NA
"OTU3100"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Araphid-pennate"	"Licmophora"	NA	NA	NA	NA
"OTU3101"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Raphid-pennate"	"Psammodictyon"	NA	NA	NA	NA
"OTU3102"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Raphid-pennate"	"Meuniera"	NA	NA	NA	NA
"OTU3103"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Raphid-pennate"	NA	NA	NA	NA	NA
"OTU3104"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Raphid-pennate"	NA	NA	NA	NA	NA
"OTU3105"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Raphid-pennate"	NA	NA	NA	NA	NA
"OTU3106"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Araphid-pennate"	"Licmophora"	NA	NA	NA	NA
"OTU3107"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Araphid-pennate"	"Licmophora"	NA	NA	NA	NA
"OTU3108"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Araphid-pennate"	"Licmophora"	NA	NA	NA	NA
"OTU3109"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Araphid-pennate"	NA	NA	NA	NA	NA
"OTU3110"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	NA	NA	NA	NA	NA	NA
"OTU3111"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	NA	NA	NA	NA	NA	NA
"OTU3112"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	NA	NA	NA	NA	NA	NA
"OTU3113"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	NA	NA	NA	NA	NA	NA
"OTU3114"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	NA	NA	NA	NA	NA	NA
"OTU3115"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	NA	NA	NA	NA	NA	NA
"OTU3116"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	NA	NA	NA	NA	NA	NA
"OTU3117"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	NA	NA	NA	NA	NA	NA
"OTU3118"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Raphid-pennate"	"Bacillaria"	NA	NA	NA	NA
"OTU3119"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Raphid-pennate"	NA	NA	NA	NA	NA
"OTU3120"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Raphid-pennate"	NA	NA	NA	NA	NA
"OTU3121"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Raphid-pennate"	NA	NA	NA	NA	NA
"OTU3122"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Raphid-pennate"	NA	NA	NA	NA	NA
"OTU3123"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Raphid-pennate"	NA	NA	NA	NA	NA
"OTU3124"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Raphid-pennate"	NA	NA	NA	NA	NA
"OTU3125"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Raphid-pennate"	NA	NA	NA	NA	NA
"OTU3126"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Raphid-pennate"	NA	NA	NA	NA	NA
"OTU3127"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Raphid-pennate"	NA	NA	NA	NA	NA
"OTU3128"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Raphid-pennate"	NA	NA	NA	NA	NA
"OTU3129"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Raphid-pennate"	NA	NA	NA	NA	NA
"OTU3130"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Raphid-pennate"	NA	NA	NA	NA	NA
"OTU3131"	"Eukaryota"	"Stramenopiles"	NA	NA	NA	NA	NA	NA	NA	NA
"OTU3132"	"Eukaryota"	"Stramenopiles"	NA	NA	NA	NA	NA	NA	NA	NA
"OTU3133"	"Eukaryota"	"Stramenopiles"	NA	NA	NA	NA	NA	NA	NA	NA
"OTU3134"	"Eukaryota"	"Stramenopiles"	NA	NA	NA	NA	NA	NA	NA	NA
"OTU3135"	"Eukaryota"	"Stramenopiles"	NA	NA	NA	NA	NA	NA	NA	NA
"OTU3136"	"Eukaryota"	"Stramenopiles"	NA	NA	NA	NA	NA	NA	NA	NA
"OTU3137"	"Eukaryota"	"Stramenopiles"	NA	NA	NA	NA	NA	NA	NA	NA
"OTU3138"	"Eukaryota"	"Stramenopiles"	NA	NA	NA	NA	NA	NA	NA	NA
"OTU3139"	"Eukaryota"	"Stramenopiles"	NA	NA	NA	NA	NA	NA	NA	NA
"OTU3140"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Raphid-pennate"	NA	NA	NA	NA	NA
"OTU3141"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Raphid-pennate"	"Nitzschia"	NA	NA	NA	NA
"OTU3142"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Raphid-pennate"	NA	NA	NA	NA	NA
"OTU3143"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Raphid-pennate"	"Eolimna"	NA	NA	NA	NA
"OTU3144"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Raphid-pennate"	"Eolimna"	NA	NA	NA	NA
"OTU3145"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Raphid-pennate"	"Eolimna"	NA	NA	NA	NA
"OTU3146"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Raphid-pennate"	NA	NA	NA	NA	NA
"OTU3147"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Raphid-pennate"	NA	NA	NA	NA	NA
"OTU3148"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Raphid-pennate"	NA	NA	NA	NA	NA
"OTU3149"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Raphid-pennate"	NA	NA	NA	NA	NA
"OTU3150"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Raphid-pennate"	NA	NA	NA	NA	NA
"OTU3151"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Raphid-pennate"	NA	NA	NA	NA	NA
"OTU3152"	"Eukaryota"	"Stramenopiles"	"Ochrophyta"	"Bacillariophyta"	"Raphid-pennate"	NA	NA	NA	NA	NA
